Id,R,Name,Team,Year,Pv,Mv,Fm,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,last_name,first_initial,merge_key
4421,D,Augello,Cagliari,2024,1,5.5,5.5,,,,,,,,,,,,,,,,,,,
4458,D,Candela,Venezia,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
4493,D,Dawidowicz,Verona,2024,1,6.5,6.5,28.0,2144.0,0.0,0.4296509325504303,0.0,0.0400943383574485,9.0,2.0,5.0,0.0,D M S,Verona,0.0,0.4296509325504303,2.5148869827389717,2.4780776873230934,Dawidowicz,P,Dawidowicz
4502,D,Gallo,Lecce,2024,0,0.0,0.0,35.0,2526.0,0.0,0.7609681477770209,3.0,5.05229134298861,15.0,47.0,2.0,0.0,D S,Lecce,0.0,0.7609681477770209,9.66337451711297,6.295074298977852,Gallo,A,Gallo
4925,D,Carboni A.,Monza,2024,0,0.0,0.0,21.0,1489.0,1.0,1.466522696428001,0.0,0.5416123308241367,18.0,8.0,1.0,0.0,D S,Monza,1.0,1.466522696428001,5.455737911164761,3.9659536480903625,Carboni,A,Carboni A.
4958,D,Caldirola,Monza,2024,1,5.5,5.5,,,,,,,,,,,,,,,,,,,
5555,D,Kamara H.,Udinese,2024,1,6.5,6.5,,,,,,,,,,,,,,,,,,,
5718,D,Viti,Empoli,2024,1,6.0,6.0,,,,,,,,,,,,,,,,,,,
5833,D,Gila,Lazio,2024,0,0.0,0.0,21.0,1822.0,0.0,0.4283573627471924,0.0,0.6459688115864992,8.0,7.0,2.0,1.0,D,Lazio,0.0,0.4283573627471924,6.568248246796429,6.382926278747618,Gila,M,Gila
5838,D,Birindelli,Monza,2024,1,6.0,6.0,35.0,2006.0,0.0,1.2049254719167948,2.0,2.6630832497030497,25.0,23.0,7.0,0.0,D S,Monza,0.0,1.2049254719167948,9.27482590917498,6.304812270216644,Birindelli,S,Birindelli
6039,D,Cabal,Juventus,2024,0,0.0,0.0,22.0,1498.0,0.0,0.4380451953038573,0.0,0.444687420502305,12.0,12.0,6.0,0.0,D S,Verona,0.0,0.4380451953038573,4.162682744674385,3.879935966804624,Cabal,J,Cabal
6047,D,Ehizibue,Udinese,2024,1,6.0,5.5,23.0,957.0,0.0,1.4999388866126535,1.0,0.4407686498016119,18.0,8.0,4.0,0.0,D S,Udinese,0.0,1.4999388866126535,3.0453608594834805,1.4038625061511991,Ehizibue,K,Ehizibue
6217,D,Bisseck,Inter,2024,1,4.5,4.5,16.0,880.0,2.0,0.8390006460249424,0.0,0.49121755361557,12.0,1.0,0.0,0.0,D S,Inter,2.0,0.8390006460249424,8.877967856824398,8.467975687235594,Bisseck,Y,Bisseck
6235,D,Kayode,Fiorentina,2024,1,6.0,6.0,26.0,2076.0,1.0,0.8575504701584578,1.0,0.9539240906015038,7.0,15.0,2.0,0.0,D S,Fiorentina,1.0,0.8575504701584578,6.573314850218594,5.421737646684051,Kayode,M,Kayode
6485,D,Kristensen T.,Udinese,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6639,D,Frese,Verona,2024,1,5.5,5.5,,,,,,,,,,,,,,,,,,,
6663,D,Circati,Parma,2024,1,6.5,6.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D,Parma Calcio 1913,0.0,0.0,0.0,0.0,Circati,A,Circati
140,D,Hysaj,Lazio,2024,0,0.0,0.0,22.0,1188.0,0.0,0.4160170760005712,0.0,0.3899691384285688,2.0,9.0,2.0,0.0,D S,Lazio,0.0,0.4160170760005712,3.838132774457335,3.514478780329227,Hysaj,E,Hysaj
695,D,Toloi,Atalanta,2024,0,0.0,0.0,18.0,956.0,0.0,0.0674257585778832,0.0,0.0594476126134395,3.0,2.0,4.0,1.0,D S,Atalanta,0.0,0.0674257585778832,1.833284478634596,1.7532754093408585,Toloi,R,Toloi
2593,D,Martin,Genoa,2024,1,6.5,6.5,,,,,,,,,,,,,,,,,,,
2653,D,Lykogiannis,Bologna,2024,1,6.5,6.5,22.0,882.0,2.0,1.2336327023804188,1.0,1.362388264387846,15.0,9.0,3.0,0.0,D S,Bologna,2.0,1.2336327023804188,5.77699127048254,4.214210208505392,Lykogiannis,C,Lykogiannis
4374,D,Walukiewicz,Empoli,2024,1,6.5,6.5,27.0,2051.0,0.0,0.1868324587121606,0.0,0.1156043838709592,4.0,3.0,6.0,0.0,D S,Empoli,0.0,0.1868324587121606,3.880304664373398,3.811721724458039,Walukiewicz,S,Walukiewicz
4385,D,Lazaro,Torino,2024,1,7.0,8.0,35.0,1966.0,0.0,2.348205342888832,4.0,3.1190716549754143,18.0,34.0,3.0,0.0,D M S,Torino,0.0,2.348205342888832,7.661769658327103,4.8102430403232574,Lazaro,V,Lazaro
4401,D,Gabbia,Milan,2024,0,0.0,0.0,18.0,1273.0,2.0,1.5995576912537215,1.0,0.4694472812116146,11.0,3.0,5.0,0.0,D S,AC Milan,2.0,1.5995576912537215,5.304741024971008,5.206781357526779,Gabbia,M,Gabbia
4976,D,Kalulu,Milan,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5067,D,Bakker,Atalanta,2024,0,0.0,0.0,14.0,363.0,1.0,0.2858780734241009,0.0,0.1858433103188872,5.0,4.0,1.0,0.0,D M S,Atalanta,1.0,0.2858780734241009,1.3082169368863106,0.9974010977894068,Bakker,M,Bakker
5327,D,Osorio,Parma,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5406,D,Di Pardo,Cagliari,2024,0,0.0,0.0,15.0,318.0,0.0,0.1110992114990949,0.0,0.1954643037170171,3.0,5.0,0.0,0.0,D S,Cagliari,0.0,0.1110992114990949,0.652215588837862,0.520976459607482,Di Pardo,A,Di Pardo
5450,D,Stojanovic,Empoli,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5480,D,Ebuehi,Empoli,2024,0,0.0,0.0,15.0,1093.0,0.0,0.2627561595290899,1.0,0.5964694246649742,5.0,11.0,0.0,0.0,D S,Empoli,0.0,0.2627561595290899,2.2221295442432165,1.6675625070929527,Ebuehi,T,Ebuehi
5481,D,Mazzocchi,Napoli,2024,1,4.5,4.5,,,,,,,,,,,,,,,,,,,
5484,D,Svoboda,Venezia,2024,1,5.0,5.0,1.0,90.0,0.0,0.0,0.0,0.0292042940855026,0.0,1.0,0.0,0.0,D,Venezia,0.0,0.0,0.1452273577451706,0.1160230562090873,Svoboda,M,Svoboda
5764,D,Coppola D.,Verona,2024,1,6.5,6.0,,,,,,,,,,,,,,,,,,,
6055,D,Thiaw,Milan,2024,1,4.5,2.5,21.0,1626.0,0.0,0.6821040762588382,1.0,0.2017819918692112,5.0,4.0,5.0,1.0,D S,AC Milan,0.0,0.6821040762588382,6.564719596877694,6.341804901137948,Thiaw,M,Thiaw
6231,D,Azzi,Cagliari,2024,1,6.0,5.5,25.0,923.0,0.0,0.9374023210257292,0.0,0.5329193426296115,22.0,9.0,1.0,0.0,D M S,Cagliari,0.0,0.9374023210257292,2.5265165716409683,1.6429027747362852,Azzi,P,Azzi
6256,D,Ferreira J.,Udinese,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6396,D,Natan,Napoli,2024,0,0.0,0.0,14.0,963.0,0.0,0.2553371554240584,0.0,0.1369430627673864,6.0,4.0,1.0,1.0,D S,Napoli,0.0,0.2553371554240584,4.064338330179453,3.9365375228226185,Natan,N,Natan
6533,D,Giannetti L.,Udinese,2024,1,7.0,9.5,,,,,,,,,,,,,,,,,,,
6672,D,Idzes,Venezia,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6673,D,Sverko,Venezia,2024,1,5.5,5.5,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,Venezia,0.0,0.0,0.1628433912992477,0.1628433912992477,Sverko,M,Sverko
6814,D,Norton-Cuffy,Genoa,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
142,D,Mario Rui,Napoli,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
253,D,D'Ambrosio,Monza,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
418,D,Goldaniga,Como,2024,0,0.0,0.0,13.0,1017.0,0.0,0.6161536648869514,0.0,0.1459697280079126,4.0,4.0,3.0,0.0,D S,Cagliari,0.0,0.6161536648869514,1.4959616214036942,1.484241172671318,Goldaniga,E,Goldaniga
487,D,De Silvestri,Bologna,2024,0,0.0,0.0,15.0,668.0,2.0,0.201005432754755,0.0,0.0,4.0,0.0,0.0,0.0,D S,Bologna,2.0,0.201005432754755,1.1438260460272431,1.0947870099917054,De Silvestri,L,De Silvestri
581,D,Faraoni,Verona,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1891,D,Ceccherini,Verona,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2728,D,Pellegrini Lu.,Lazio,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2769,D,Magnani,Verona,2024,1,6.5,6.5,,,,,,,,,,,,,,,,,,,
4263,D,Kabasele,Udinese,2024,0,0.0,0.0,13.0,858.0,1.0,0.9381369650363922,1.0,0.5993434190750122,6.0,2.0,5.0,0.0,D S,Udinese,1.0,0.9381369650363922,1.051224495284259,0.6647053016349673,Kabasele,C,Kabasele
4657,D,Celik,Roma,2024,1,5.5,5.5,,,,,,,,,,,,,,,,,,,
5307,D,Valenti,Parma,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5447,D,Altare,Venezia,2024,1,5.5,3.5,1.0,90.0,0.0,0.0341876409947872,0.0,0.0,1.0,0.0,0.0,0.0,D,Venezia,0.0,0.0341876409947872,0.1160230562090873,0.1160230562090873,Altare,G,Altare
5804,D,Cacace,Empoli,2024,0,0.0,0.0,31.0,1914.0,0.0,0.4602995403110981,1.0,1.8651858707889917,13.0,21.0,6.0,0.0,D S,Empoli,0.0,0.4602995403110981,5.031446887180209,4.169410252943635,Cacace,L,Cacace
5848,D,Ebosele,Udinese,2024,0,0.0,0.0,31.0,1732.0,0.0,0.8112895488739014,0.0,1.5617681546136737,16.0,16.0,4.0,1.0,D S,Udinese,0.0,0.8112895488739014,4.618826879188418,2.364440810866654,Ebosele,F,Ebosele
6211,D,Zemura,Udinese,2024,0,0.0,0.0,27.0,1006.0,1.0,0.6152164787054062,0.0,0.4507105844095349,5.0,8.0,1.0,0.0,D S,Udinese,1.0,0.6152164787054062,2.9638896649703383,1.8979626148939133,Zemura,J,Zemura
6438,D,Hatzidiakos,Cagliari,2024,0,0.0,0.0,13.0,890.0,0.0,0.2641571993008256,0.0,0.0194045137614011,4.0,1.0,1.0,0.0,D,Cagliari,0.0,0.2641571993008256,1.2750499630346894,1.2441863417625427,Hatzidiakos,P,Hatzidiakos
6464,D,Wieteska,Cagliari,2024,1,6.5,6.5,19.0,954.0,0.0,0.2734787259250879,1.0,0.5759464874863625,4.0,4.0,3.0,1.0,D S,Cagliari,0.0,0.2734787259250879,1.5842874646186829,1.2992527848109603,Wieteska,M,Wieteska
6632,D,Gaspar K.,Lecce,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6647,D,Dahl,Roma,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6654,D,Iovine,Como,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6806,D,Pelmard,Lecce,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2737,D,Bettella,Monza,2024,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Monza,0.0,0.0,0.0,0.0,Bettella,D,Bettella
4386,D,Sala M.,Como,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
4495,D,Kumbulla,Roma,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5533,D,Djalo',Juventus,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5701,D,Obert,Cagliari,2024,0,0.0,0.0,17.0,929.0,0.0,0.125678377225995,0.0,0.8502773195505142,3.0,6.0,1.0,0.0,D S,Cagliari,0.0,0.125678377225995,3.2031116038560867,2.463052250444889,Obert,A,Obert
6245,D,Vogliacco,Genoa,2024,1,7.0,10.0,20.0,1183.0,0.0,0.2210755627602338,1.0,0.476941904053092,5.0,13.0,4.0,0.0,D S,Genoa,0.0,0.2210755627602338,2.252034517005086,1.7882756013423204,Vogliacco,A,Vogliacco
6284,D,Okou,Verona,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6665,D,Coulibaly W.,Parma,2024,1,6.0,6.0,1.0,90.0,0.0,0.0,0.0,0.0903794094920158,0.0,1.0,0.0,0.0,D,Parma Calcio 1913,0.0,0.0,0.0903794094920158,0.0903794094920158,Coulibaly,W,Coulibaly W.
6679,D,Esteves G.,Udinese,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
134,D,Barba,Como,2024,0,0.0,0.0,32.0,2661.0,0.0,0.5403175037354231,2.0,1.5261480007320642,13.0,13.0,8.0,0.0,D S,Benevento,0.0,0.5403175037354231,4.6677513755857944,4.175875443965197,Barba,F,Barba
358,D,De Sciglio,Juventus,2024,0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,Juventus,0.0,0.0,0.0721983537077903,0.0721983537077903,De Sciglio,M,De Sciglio
2203,D,Di Chiara,Parma,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
4438,D,Cassandro,Como,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5353,D,Balogh,Parma,2024,1,6.5,6.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D,Parma Calcio 1913,0.0,0.0,0.0,0.0,Balogh,B,Balogh
5695,D,Haps,Venezia,2024,1,5.5,5.0,,,,,,,,,,,,,,,,,,,
5812,D,Terracciano F.,Milan,2024,0,0.0,0.0,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,D S,AC Milan,0.0,0.0,0.0278617013245821,0.0278617013245821,Terracciano,F,Terracciano F.
5812,D,Terracciano F.,Milan,2024,0,0.0,0.0,18.0,1291.0,0.0,0.342523486353457,1.0,1.1813033670186996,8.0,17.0,1.0,0.0,D M S,Verona,0.0,0.342523486353457,3.8840724285691977,2.6034763641655445,Terracciano,F,Terracciano F.
5994,D,Ebosse,Udinese,2024,0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Udinese,0.0,0.0,0.046560026705265,0.046560026705265,Ebosse,E,Ebosse
6244,D,Matturro,Genoa,2024,0,0.0,0.0,6.0,101.0,0.0,0.048380397260189,0.0,0.0,1.0,0.0,0.0,0.0,D S,Genoa,0.0,0.048380397260189,0.2911143600940704,0.2911143600940704,Matturro,A,Matturro
6407,D,Corazza,Bologna,2024,0,0.0,0.0,9.0,178.0,0.0,0.0994131490588188,0.0,0.0552694536745548,1.0,1.0,1.0,0.0,D S,Bologna,0.0,0.0994131490588188,0.7312995651736856,0.576616988517344,Corazza,T,Corazza
6474,D,Sazonov,Torino,2024,1,5.0,5.0,12.0,340.0,0.0,0.3835054039955139,0.0,0.0382866822183132,1.0,1.0,2.0,0.0,D S,Torino,0.0,0.3835054039955139,0.3872452601790428,0.3489585816860199,Sazonov,S,Sazonov
6495,D,Comuzzo,Fiorentina,2024,1,5.5,5.5,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S,Fiorentina,0.0,0.0,0.4442299492657184,0.4442299492657184,Comuzzo,P,Comuzzo
6537,D,Goglichidze,Empoli,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6551,D,Ilic M.,Bologna,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6612,D,Dellavalle,Torino,2024,0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Torino,0.0,0.0,0.0553994327783584,0.0553994327783584,Dellavalle,A,Dellavalle
6631,D,Ghilardi,Verona,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6636,D,Veroli,Cagliari,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6637,D,Kovacik,Como,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6649,D,Sangare' B.,Roma,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6659,D,Lucchesi,Venezia,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6660,D,Marcandalli,Genoa,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6681,D,Sagrado,Venezia,2024,1,6.0,5.5,1.0,55.0,0.0,0.0341544412076473,0.0,0.0,1.0,0.0,1.0,0.0,D,Venezia,0.0,0.0341544412076473,0.0341544412076473,0.0,Sagrado,R,Sagrado
6802,D,Savona,Juventus,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6803,D,Rouhi,Juventus,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6809,D,Marianucci,Empoli,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2423,C,Pulisic,Milan,2024,1,5.0,5.0,36.0,2658.0,12.0,8.112775510177016,8.0,5.247536565177143,65.0,45.0,2.0,0.0,F M S,AC Milan,12.0,8.112775510177016,19.75232334434986,8.28600705601275,Pulisic,C,Pulisic
5685,C,Koopmeiners,Atalanta,2024,0,0.0,0.0,34.0,2641.0,12.0,6.477179829031229,5.0,6.847522427327931,54.0,59.0,5.0,0.0,F M S,Atalanta,10.0,4.954582165926695,18.902232628315687,11.484685834497212,Koopmeiners,T,Koopmeiners
2194,C,Calhanoglu,Inter,2024,1,5.5,5.5,32.0,2618.0,13.0,9.97734544146806,3.0,4.402719554491341,62.0,51.0,5.0,0.0,M,Inter,3.0,2.3643571361899376,21.514875929802656,18.073472432792187,Calhanoglu,H,Calhanoglu
632,C,Zaccagni,Lazio,2024,1,7.0,10.0,28.0,2001.0,6.0,5.531386425718665,1.0,2.13460570666939,42.0,29.0,8.0,0.0,D F M S,Lazio,6.0,5.531386425718665,10.9565597102046,4.790194280445576,Zaccagni,M,Zaccagni
536,C,Politano,Napoli,2024,1,5.0,5.0,37.0,2436.0,8.0,7.065327040851116,7.0,8.613974200561643,75.0,70.0,2.0,1.0,F M S,Napoli,6.0,4.781430587172508,19.03964001312852,10.029942949302496,Politano,M,Politano
5878,C,Colpani,Fiorentina,2024,1,6.0,6.0,38.0,2751.0,8.0,5.195591009221971,4.0,6.015339965000749,65.0,57.0,1.0,0.0,F M S,Monza,8.0,5.195591009221971,16.83323433622718,8.72997466288507,Colpani,A,Colpani
530,C,Pellegrini Lo.,Roma,2024,1,6.0,6.0,,,,,,,,,,,,,,,,,,,
2167,C,Orsolini,Bologna,2024,1,7.5,10.5,33.0,1795.0,10.0,8.406649756245315,2.0,5.7234551049768925,59.0,36.0,2.0,0.0,M S,Bologna,8.0,6.1227931855246425,10.48891113139689,2.694749374873936,Orsolini,R,Orsolini
1870,C,Barella,Inter,2024,1,7.0,8.0,37.0,2896.0,2.0,5.040394342504442,3.0,3.771154088899493,41.0,42.0,7.0,0.0,M S,Inter,2.0,5.040394342504442,25.44658131152391,19.667141154408455,Barella,N,Barella
4911,C,Douglas Luiz,Juventus,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
4199,C,Loftus-Cheek,Milan,2024,1,6.0,6.0,29.0,2111.0,6.0,3.988019663840532,1.0,2.216939765959978,41.0,25.0,5.0,0.0,M S,AC Milan,6.0,3.988019663840532,11.732238488271832,6.346873274073005,Loftus-Cheek,R,Loftus-Cheek
5393,C,Man,Parma,2024,1,7.0,10.0,1.0,67.0,1.0,0.1002275124192237,0.0,0.3756224513053894,2.0,2.0,0.0,0.0,M,Parma Calcio 1913,1.0,0.1002275124192237,0.5395345687866211,0.0903794094920158,Man,D,Man
2848,C,Frattesi,Inter,2024,1,6.5,7.5,32.0,877.0,6.0,8.650838863104582,3.0,2.203672669827938,32.0,10.0,1.0,0.0,M S,Inter,6.0,8.650838863104582,12.41026128269732,3.0905153434723616,Frattesi,D,Frattesi
5858,C,Ferguson,Bologna,2024,0,0.0,0.0,31.0,2725.0,6.0,6.609099584631622,3.0,3.129140879958868,60.0,33.0,8.0,0.0,M,Bologna,6.0,6.609099584631622,14.55499241221696,7.731563315726817,Ferguson,L,Ferguson
5119,C,Samardzic,Atalanta,2024,0,0.0,0.0,34.0,2393.0,6.0,3.76485834363848,2.0,5.842832416296005,57.0,61.0,3.0,0.0,M S,Udinese,5.0,3.0035595083609223,7.7469049682840705,5.526285901665688,Samardzic,L,Samardzic
2077,C,Pasalic,Atalanta,2024,0,0.0,0.0,34.0,2039.0,6.0,7.948289997875691,6.0,5.14187899697572,40.0,31.0,3.0,0.0,F M S,Atalanta,4.0,6.425692372024059,16.404161186888814,7.419036481529474,Pasalic,M,Pasalic
2529,C,Mkhitaryan,Inter,2024,1,6.0,5.5,36.0,2847.0,2.0,3.4876577770337462,8.0,5.048100844025612,39.0,40.0,4.0,0.0,M S,Inter,2.0,3.4876577770337462,26.45776951685548,19.62764586508274,Mkhitaryan,H,Mkhitaryan
5687,C,Vlasic,Torino,2024,0,0.0,0.0,33.0,2630.0,3.0,3.2144442331045866,2.0,3.407337000593543,46.0,35.0,3.0,0.0,F M S,Torino,3.0,3.2144442331045866,13.114470873959364,7.353357671760023,Vlasic,N,Vlasic
5792,C,Ederson D.s.,Atalanta,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6666,C,Bernabe',Parma,2024,1,5.5,5.5,,,,,,,,,,,,,,,,,,,
2766,C,Zaniolo,Atalanta,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5688,C,Harroui,Verona,2024,1,6.5,6.5,18.0,1041.0,3.0,3.397505425848067,3.0,1.7014152370393276,33.0,16.0,2.0,0.0,F M S,Frosinone,2.0,2.6362065905705094,4.9546966245397925,1.350578375160694,Harroui,A,Harroui
6206,C,Fabbian,Bologna,2024,1,6.0,6.0,27.0,1044.0,5.0,4.738078761845827,2.0,1.9500266648828983,28.0,16.0,4.0,0.0,F M S,Bologna,5.0,4.738078761845827,5.781427254900336,1.8028524331748488,Fabbian,G,Fabbian
6486,C,Suslov,Verona,2024,1,6.0,6.0,32.0,2105.0,3.0,3.3827812066301703,5.0,3.2258242769166827,53.0,28.0,7.0,0.0,M S,Verona,2.0,2.6214823788031936,5.601638951338828,2.192126054316759,Suslov,T,Suslov
2741,C,Pessina,Monza,2024,1,5.5,5.5,37.0,3243.0,6.0,6.191244266927242,3.0,1.2209580885246396,28.0,27.0,3.0,1.0,M,Monza,2.0,2.3847501277923584,13.443852856755257,10.650530990213156,Pessina,M,Pessina
4486,C,Strefezza,Como,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5559,C,Da Cunha,Como,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6224,C,Reijnders,Milan,2024,1,6.0,6.0,36.0,2843.0,3.0,4.087502425536513,3.0,3.857007266953587,44.0,50.0,8.0,0.0,M S,AC Milan,3.0,4.087502425536513,20.718899864703417,14.411027738824489,Reijnders,T,Reijnders
152,C,Zielinski,Inter,2024,0,0.0,0.0,28.0,1979.0,3.0,2.7691213600337505,2.0,3.8941668095067143,30.0,48.0,1.0,0.0,M S,Napoli,2.0,2.007822524756193,11.810004824772475,9.097011776641011,Zielinski,P,Zielinski
4427,C,Malinovskyi,Genoa,2024,1,6.5,6.5,,,,,,,,,,,,,,,,,,,
4856,C,Chukwueze,Milan,2024,1,5.5,5.5,24.0,1011.0,1.0,2.320517832413316,3.0,2.813594989478588,28.0,20.0,1.0,0.0,F M S,AC Milan,1.0,2.320517832413316,7.759905718266964,4.579765383154154,Chukwueze,S,Chukwueze
5791,C,Frendrup,Genoa,2024,1,6.5,6.5,37.0,3154.0,2.0,1.5405127331614494,5.0,2.2738952478393912,30.0,14.0,6.0,0.0,D M S,Genoa,2.0,1.5405127331614494,8.21080532670021,5.891995377838612,Frendrup,M,Frendrup
236,C,Lazovic,Verona,2024,1,7.5,9.5,32.0,1965.0,3.0,3.126208140514791,2.0,3.6228156751021743,34.0,31.0,0.0,1.0,D F M S,Verona,2.0,2.364909335039556,7.023141970857978,2.464788753539324,Lazovic,D,Lazovic
4186,C,Guendouzi,Lazio,2024,1,6.0,6.0,33.0,2378.0,2.0,1.3498496962711215,3.0,3.3368871798738837,26.0,23.0,3.0,1.0,M S,Lazio,2.0,1.3498496962711215,9.756979374215009,7.1318379221484065,Guendouzi,M,Guendouzi
4220,C,Zambo Anguissa,Napoli,2024,1,5.0,5.0,,,,,,,,,,,,,,,,,,,
4376,C,Zurkowski,Empoli,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
4377,C,Castrovilli,Lazio,2024,0,0.0,0.0,6.0,374.0,1.0,0.5842749997973442,2.0,0.6308609843254089,5.0,7.0,0.0,0.0,M S,Fiorentina,1.0,0.5842749997973442,1.6944605130702255,0.4793245438486337,Castrovilli,G,Castrovilli
4465,C,Fagioli,Juventus,2024,0,0.0,0.0,8.0,432.0,0.0,0.2789147980511188,2.0,1.3754366859793663,6.0,11.0,1.0,0.0,M S,Juventus,0.0,0.2789147980511188,2.4494937397539616,1.6591778006404638,Fagioli,N,Fagioli
5562,C,Thuram K.,Juventus,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5564,C,Ndoye,Bologna,2024,1,6.0,6.0,32.0,1780.0,1.0,6.087033653631806,1.0,2.24803932569921,41.0,22.0,4.0,0.0,F M S,Bologna,1.0,6.087033653631806,11.469716750085354,3.714808417018503,Ndoye,D,Ndoye
5784,C,Aebischer,Bologna,2024,1,6.0,6.0,36.0,2232.0,0.0,0.9749945206567644,1.0,1.5278925970196724,17.0,17.0,8.0,0.0,M S,Bologna,0.0,0.9749945206567644,7.66948364302516,6.0087677873671055,Aebischer,M,Aebischer
5850,C,Lovric,Udinese,2024,1,5.0,5.0,29.0,1995.0,1.0,3.50694039138034,3.0,3.840361265465617,43.0,43.0,1.0,1.0,M S,Udinese,1.0,3.50694039138034,9.013672885019332,4.2419182769954205,Lovric,S,Lovric
6299,C,Le Fee,Roma,2024,1,6.0,6.0,,,,,,,,,,,,,,,,,,,
376,C,Verdi,Como,2024,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0604485683143138,0.0,1.0,0.0,0.0,S,Torino,0.0,0.0,0.0604485683143138,0.0,Verdi,S,Verdi
779,C,Cristante,Roma,2024,1,6.0,6.0,37.0,3300.0,3.0,4.356771616265178,4.0,3.065107261762023,54.0,29.0,8.0,0.0,D M,Roma,3.0,4.356771616265178,16.0614797398448,12.43504716642201,Cristante,B,Cristante
788,C,Freuler,Bologna,2024,1,6.5,6.5,32.0,2657.0,1.0,1.5866257585585115,1.0,1.158876609057188,14.0,20.0,9.0,0.0,M S,Bologna,1.0,1.5866257585585115,11.166541524231434,9.252567537128924,Freuler,R,Freuler
2839,C,Sottil,Fiorentina,2024,0,0.0,0.0,22.0,1116.0,2.0,2.646036193706095,3.0,2.7609818801283836,34.0,13.0,1.0,0.0,M S,Fiorentina,2.0,2.646036193706095,7.369942061603069,3.5621309839189053,Sottil,R,Sottil
4287,C,Lobotka,Napoli,2024,1,4.5,4.5,38.0,3324.0,0.0,0.6276283888146281,1.0,1.4858915386721492,14.0,23.0,4.0,0.0,M,Napoli,0.0,0.6276283888146281,16.704255057498813,15.061229022219775,Lobotka,S,Lobotka
4364,C,Gaetano,Napoli,2024,0,0.0,0.0,,,,,,,,,,,,,,,,,,,
4896,C,Maldini,Monza,2024,1,5.5,5.0,,,,,,,,,,,,,,,,,,,
4970,C,Messias,Genoa,2024,1,6.5,6.5,,,,,,,,,,,,,,,,,,,
